# path	start_line	end_line	lines	words	sha12	class	reason	as	stale	landed_doc	landed_anchor	landed_words	pruned
usr/lib/mios/agent-pipe/mios_pipe/routing/dispatcher.py	3	11	8	78	5d320ab2c8f9	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/dispatcher.py	19	19	1	8	29e591822a7e	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/dispatcher.py	34	36	3	30	20f5579b3de8	MIGRATE	midsize-narrative		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/fanout.py	1	2	2	21	c51281e26ab3	STAY	ai-header		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/fanout.py	3	19	16	132	ed220f396db2	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/fanout.py	60	66	7	44	098aa28a1137	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/fanout.py	107	108	2	23	666c1bed7a8a	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/fanout.py	115	120	6	62	6c436bf18ced	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/fanout.py	125	125	1	2	afad7cc3867c	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/fanout.py	134	139	6	62	b44fa075e897	MIGRATE	narrative-history		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/fanout.py	149	155	7	81	39664e1ba1dd	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/fanout.py	181	189	9	80	e413f9fc449f	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/fanout.py	197	197	1	5	dd2d69ab3d55	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/fanout.py	206	209	4	42	b835c6822690	STAY	midsize-why		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/fanout.py	223	223	1	8	0bfa6c9bce69	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/fanout.py	228	233	6	68	ac1e2289c664	MIGRATE	narrative-history		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/fanout.py	267	267	1	2	f02289be14e3	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/fanout.py	285	285	1	7	e9c1279c2a74	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/fanout.py	295	308	14	113	aaf4f5248bf1	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/hopbudget.py	1	2	2	9	1d8db1e9aa9c	STAY	ai-header		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/hopbudget.py	3	13	10	94	2872d53f220e	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/hopbudget.py	21	22	2	22	97556bafa86d	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/hopbudget.py	30	30	1	9	8c8ebf42f017	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/hopbudget.py	39	40	2	20	a588ba5f0ae6	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/hopbudget.py	49	50	2	24	10453acfb444	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/hopbudget.py	61	64	4	47	f586e915fa56	MIGRATE	midsize-narrative		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/hopbudget.py	73	73	1	4	39bbd62dc62e	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/interop.py	1	2	2	23	35fd7dd4a550	STAY	ai-header		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/interop.py	3	13	10	82	98598f6a982f	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/interop.py	40	42	3	25	d8716e1f45a2	STAY	midsize-why		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/interop.py	57	59	3	31	3bc2db716e4b	STAY	midsize-why		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/interop.py	62	62	1	5	057a0d7dbaac	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/interop.py	63	63	1	6	67c3e0e715ef	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/jsonsalvage.py	1	2	2	29	438cc85ea063	STAY	ai-header		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/jsonsalvage.py	3	9	6	44	2350aa2f9f89	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/jsonsalvage.py	19	33	15	142	177a458ee298	MIGRATE	narrative-history		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/jsonsalvage.py	39	39	1	2	39b82bc4f35f	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/jsonsalvage.py	40	40	1	2	8127dc858d66	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/jsonsalvage.py	41	41	1	3	7acfa0098372	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/jsonsalvage.py	44	44	1	3	5448b02e18d6	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/jsonsalvage.py	45	45	1	2	5a53b39fd590	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/jsonsalvage.py	61	61	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/jsonsalvage.py	70	70	1	7	55091b32729d	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/jsonsalvage.py	76	76	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/jsonsalvage.py	84	84	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/jsonsalvage.py	88	88	1	7	cedd3c88744d	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes.py	1	2	2	16	df52383aa7fd	STAY	ai-header		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes.py	3	21	18	191	bf2e92aad965	MIGRATE	narrative-history		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes.py	26	27	2	21	524cd4b21141	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes.py	36	36	1	9	6f66667b0f0e	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes.py	39	39	1	5	2d40053bafa4	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes.py	44	55	12	99	97fdd80013b3	MIGRATE	narrative-history		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes.py	71	71	1	5	b13c68e06aac	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes.py	77	86	10	63	6c01efb48734	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes.py	96	96	1	3	5616f353c4cb	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes.py	97	97	1	2	10a90ff4a290	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes.py	102	102	1	7	e8c692988c9a	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes.py	108	108	1	8	ce4a078e6f57	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes.py	118	120	3	33	8cd7eba9fbfd	STAY	midsize-why		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes.py	130	130	1	6	3a5c5235e40d	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes.py	133	134	2	23	84f5c3d5f16a	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes.py	140	140	1	5	f2ffd6e659bd	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes_resolver.py	1	2	2	15	ba494085de23	STAY	ai-header		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes_resolver.py	3	16	13	106	d8fceacfb041	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes_resolver.py	23	23	1	4	6f1266639936	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes_resolver.py	48	52	5	28	2b687c41638b	STAY	midsize-why		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes_resolver.py	63	64	2	23	073edfa76a8f	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes_resolver.py	74	74	1	9	3615f9218dad	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes_resolver.py	85	89	5	62	8200d2470c87	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes_resolver.py	95	95	1	5	79b2f1b1b7d4	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes_resolver.py	121	121	1	4	3138f0839016	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes_resolver.py	122	122	1	8	03ded6005f21	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes_resolver.py	136	136	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes_resolver.py	142	146	5	57	812932e88c19	MIGRATE	midsize-narrative		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes_resolver.py	151	151	1	7	1fb0561cb78e	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes_resolver.py	159	161	3	34	135282b7a632	STAY	midsize-why		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/lanes_resolver.py	166	166	1	12	63bc2c583251	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	1	2	2	15	af04b99a326a	STAY	ai-header		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	3	13	10	73	b2a94ca96631	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	69	71	3	27	8b66b16d3086	MIGRATE	midsize-narrative		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	74	74	1	8	e6d8aa826c5f	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	79	81	3	29	85fbc1ffd9e8	STAY	midsize-why		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	94	98	5	45	911e176b44cf	STAY	midsize-why		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	105	106	2	22	b22feffecd4e	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	113	116	4	42	5d04c374d87e	STAY	midsize-why		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	126	128	3	26	edb3339ecf0d	MIGRATE	midsize-narrative		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	145	145	1	3	9d8b7100cdb0	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	150	150	1	10	93b6d01c7aae	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	155	159	5	42	9777487e9b59	MIGRATE	midsize-narrative		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	162	162	1	2	21b8f3928d85	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	165	165	1	1	3db83c907b2b	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	167	167	1	2	cfd4eb4cfeec	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	168	168	1	1	386b19a654bd	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	174	179	6	59	27eedc41e152	MIGRATE	narrative-history		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	182	182	1	5	8f103be854c7	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	190	190	1	4	946222f8500c	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	198	198	1	2	999408589fa0	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	208	211	4	39	a0a4a5f4de9a	MIGRATE	midsize-narrative		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	221	221	1	3	9d8b7100cdb0	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	316	321	6	40	45d7a7b2be09	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	334	336	3	29	80799f637c05	STAY	midsize-why		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	348	348	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	451	451	1	7	bf49964533b5	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	480	480	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	599	599	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	635	635	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	660	660	1	7	8a6b4c27c014	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	669	669	1	3	9d8b7100cdb0	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	686	686	1	3	98aa8ee69993	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	705	705	1	5	2c94fef32d83	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	706	706	1	5	b456859a62f7	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	708	708	1	7	c4898515f4be	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	729	729	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	743	743	1	7	c4898515f4be	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	761	761	1	3	9d8b7100cdb0	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	812	812	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	826	826	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	847	847	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	863	863	1	5	7538ca96ec22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	894	894	1	7	0a734708fc77	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	905	905	1	6	6bdd0d0045cd	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	914	914	1	12	5553c4fd6fb3	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	916	916	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	930	930	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	961	963	3	30	087971e1eedf	STAY	midsize-why		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	978	978	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	1008	1008	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	1034	1034	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	1048	1048	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	1064	1064	1	3	34fa86a48ab5	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	1069	1072	4	47	b89be3241743	MIGRATE	midsize-narrative		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	1098	1098	1	6	56d78111393c	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	1104	1108	5	58	8c1c0169397c	MIGRATE	midsize-narrative		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	1152	1152	1	5	8eee3e0e5cbb	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	1159	1159	1	9	f57e7cfec8bc	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/native_loop.py	1184	1184	1	6	5303e2debc5e	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	1	2	2	16	03d1c90f5cd4	STAY	ai-header		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	3	19	16	116	01f018fae7b9	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	77	83	7	55	f85144cbbb20	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	131	136	6	50	167eb97bc5ed	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	167	167	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	175	177	3	30	b40fe76afd28	STAY	midsize-why		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	188	188	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	205	211	7	62	559eb6deb1db	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	226	226	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	250	250	1	7	a7ec7ca59e4f	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	264	264	1	10	27b413734b6d	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	274	274	1	10	19047371a6a5	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	305	308	4	35	3c984772596b	MIGRATE	midsize-narrative		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	344	353	10	106	f1621ac9483a	MIGRATE	narrative-history		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	363	363	1	4	59f6b56362ea	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	370	370	1	3	12cb841b7b52	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	385	385	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	391	398	8	78	f2f48c60b206	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	418	421	4	47	289a93dc2018	MIGRATE	midsize-narrative		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	434	434	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	447	447	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	454	457	4	39	49e3ae2d378e	STAY	midsize-why		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	465	465	1	9	d66540400bad	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	479	479	1	10	3cc15a6150c9	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	482	482	1	2	7416a59bd1f0	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	492	492	1	11	c08af0307a25	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	502	502	1	5	f2a9061de2a7	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	513	523	11	96	1753313590fd	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	540	540	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	565	565	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	580	580	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	600	600	1	2	f56ee1e18c22	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/oscontrol.py	788	791	4	43	c751d580c6e2	STAY	midsize-why		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/owui.py	1	2	2	27	3ade17c05f2d	STAY	ai-header		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/owui.py	3	11	8	66	41917a903e89	MIGRATE	narrative-history		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/owui.py	20	20	1	3	f9834fb9a6fc	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/owui.py	21	21	1	3	1d36c7bafdd9	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/owui.py	22	22	1	3	fa0b8528e67e	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/owui.py	23	23	1	3	ec693a2a407e	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/owui.py	28	45	18	174	dad236898017	MIGRATE	narrative-history		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/planner.py	1	2	2	10	6fe30abe7596	STAY	ai-header		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/planner.py	3	24	21	143	6b9bc902f148	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/planner.py	40	40	1	3	9dfaf28e978a	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/planner.py	49	49	1	2	4c371ad1c1cf	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/planner.py	60	60	1	10	bfaeb28a290d	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/planner.py	61	61	1	7	5872339a928c	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/planner.py	81	86	6	51	2a1ffbee28a0	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/planner.py	123	125	3	25	e158b012f1f7	STAY	midsize-why		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/planner.py	283	285	3	32	f21bce6bfc4f	STAY	midsize-why		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/planner.py	295	299	5	49	84263a802a6f	STAY	midsize-why		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/planner.py	315	315	1	7	5fa7ae6f1933	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/planner.py	319	320	2	17	0e89d7cf3b71	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/planner.py	336	338	3	18	d11401c1875d	STAY	midsize-why		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/planner.py	356	356	1	10	31bd1b5a60f7	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/planner.py	362	372	11	83	fe317328c969	MIGRATE	narrative-history		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/planner.py	379	379	1	6	a04b74b32e7e	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/planner.py	449	449	1	10	58bef0c9c600	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/planner.py	455	456	2	17	701a69661115	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/planner.py	473	479	7	71	96292ba56b64	MIGRATE	narrative-history		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/planner.py	489	489	1	7	9924a9ff4687	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	1	2	2	20	f2b203131b8a	STAY	ai-header		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	3	14	11	87	6d49b54bdcf1	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	52	58	7	65	e509cff5fb0b	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	114	114	1	9	41ea69c89009	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	141	149	9	76	9b9da7620fc4	MIGRATE	narrative-history		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	161	169	9	99	372d409b7c57	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	180	180	1	4	a85228e8620a	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	181	181	1	2	0735e6b8ab43	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	183	183	1	10	8d7dcd3bc4b1	STAY	inline-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	188	191	4	38	92f4b028983f	STAY	midsize-why		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	250	250	1	8	7de2cf11fc72	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	284	293	10	78	7f309ad4c2f5	MIGRATE	narrative-rationale		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	906	911	6	63	9968379ebdfc	MIGRATE	narrative-history		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	942	942	1	9	4a4481a247ff	STAY	local-scoped		0				0
usr/lib/mios/agent-pipe/mios_pipe/routing/portal.py	1113	1113	1	2	ce0c7184f501	DROP	banner		0				0
