# value-dup-baseline.tsv -- ratcheted exemption ledger for
# automation/98-drift-checks.sh::check_no_duplicate_value_key (WS-GUP AGY-1422).
#
# WHAT THE GATE ASSERTS
#   One value, one name, across the resolved MIOS_* environment that
#   usr/libexec/mios/mios-env-snapshot produces from the SSOT.  The tree
#   violates that property 816 times today, so the gate RATCHETS rather than
#   blocking: every duplicate-value group that exists now is recorded below
#   with its exact key set, and the group count is pinned by the ceiling.
#
#   VIOLATION if a duplicate group appears whose value is not recorded here;
#   VIOLATION if a new key joins a group that is recorded here;
#   VIOLATION if the group count differs from the ceiling in either direction;
#   VIOLATION if the resolver, this ledger, or python3 is missing or fails --
#   a gate with no data must never report green, which is exactly how the
#   previous version of this check stayed green over all 816 groups.
#
#   Do NOT add a row to silence a new duplicate.  Collapse the duplicate.  If
#   the two keys really are distinct facts that happen to share a value, say so
#   in usr/share/mios/reference/value-aliases.tsv (disposition keep-distinct)
#   and regenerate -- the added row then shows up in the diff for review.
#
# CEILING
#   #!ceiling is the number of groups and it is EXACT.  More groups is a
#   regression.  FEWER groups is also a failure, because a ceiling that never
#   comes down is how 816 accumulated: fixing duplicates must be paid for by
#   tightening this number in the same commit.
#
#   The ceiling lives here rather than in mios.toml because a number in the
#   SSOT that counts the resolved duplicate VALUES in the resolved environment is
#   self-referential -- "816" already occurs four times as an env value, so
#   declaring the ceiling in mios.toml would perturb the very set it counts.
#
# REGENERATE (after a legitimate SSOT change, and review the diff)
#   MIOS_VALUE_DUP_BASELINE_BUMP=1 MIOS_DRIFT_ROOT=<root> MIOS_DRIFT_CHECK_ROOT=<root> \
#     bash automation/98-drift-checks.sh check_no_duplicate_value_key
#
# FORMAT
#   value<TAB>key_count<TAB>comma-separated MIOS_* keys, ordered by descending
#   key count then value.  The value field escapes backslash as \, TAB as \t
#   and CR as \r.  Values the gate does not treat as duplicates at all --
#   the empty string, true/false, 0/1 and the well-known ports 22/53/80/443/
#   8080 -- never appear here.
#!ceiling	396
30	5	MIOS_BLADE_COLLAPSE_DWELL_S,MIOS_CEPHFS_CLIENT_RECONNECT_STALE_INTERVAL,MIOS_DRIFT_MONITOR_MIN_SAMPLES,MIOS_GATEWAY_MAX_STEPS,MIOS_STORAGE_CEPHFS_CLIENT_RECONNECT_STALE_INTERVAL
0700	2	MIOS_CEPHFS_SUBVOLUME_MODE,MIOS_STORAGE_CEPHFS_SUBVOLUME_MODE
12	10	MIOS_AI_RAM_FLOOR_GB,MIOS_BUILD_AI_RAM_FLOOR_GB,MIOS_DISPATCH_CUA_MAX_STEPS,MIOS_DISPATCH_DEEPEN_ITERS,MIOS_DISPATCH_SLOW_LANE_TOOL_CAP,MIOS_RESOLVER_MAX_VALUE_DIVERGENCE,MIOS_VERSIONS_FORGEJO,MIOS_VERSION_FORGEJO,MIOS_VM_WIN11_VCPUS,MIOS_WEB_RESEARCH_SLUG_MIN_LEN
60	10	MIOS_ADGUARD_CACHE_MIN_TTL,MIOS_CODEMODE_CALL_TIMEOUT_S,MIOS_CODE_MODE_CALL_TIMEOUT_S,MIOS_CONSENSUS_RRF_K,MIOS_DISPATCH_DEEPEN_DEADLINE_S,MIOS_DISPATCH_RERANK_RRF_K,MIOS_DOCS_MIGRATE_MIN_WORDS,MIOS_PLANNER_SHORT_PROMPT_CHARS,MIOS_REFINE_DISPATCH_CHARS,MIOS_SKILLS_MINE_INTERVAL_MINUTES
8	10	MIOS_DISPATCH_BATCH_MAX_SIZE,MIOS_DISPATCH_FANOUT_SELECT_TIMEOUT_S,MIOS_DISPATCH_MAX_SOURCES,MIOS_FINETUNE_GRAD_ACCUM,MIOS_OFFLINE_POOL_MAX,MIOS_OS_CONTROL_TILE_GAP_PX,MIOS_PREFLIGHT_MIN_RAM_GB,MIOS_SCHED_URGENCY_DISPATCH_FLOOR,MIOS_SHELL_SESSION_MAX_SESSIONS,MIOS_SKILLS_MAX_LENGTH
mios-	10	MIOS_TEMPLATES_BASH_TOOL_NAME_PREFIX,MIOS_TEMPLATES_BASH_VERB_NAME_PREFIX,MIOS_TEMPLATES_PYTHON_TOOL_NAME_PREFIX,MIOS_TEMPLATES_QUADLET_CONTAINER_NAME_PREFIX,MIOS_TEMPLATES_QUADLET_NAME_PREFIX,MIOS_TEMPLATES_QUADLET_NETWORK_NAME_PREFIX,MIOS_TEMPLATES_QUADLET_POD_NAME_PREFIX,MIOS_TEMPLATES_QUADLET_VOLUME_NAME_PREFIX,MIOS_TEMPLATES_SYSTEMD_TIMER_NAME_PREFIX,MIOS_TEMPLATES_SYSTEMD_UNIT_NAME_PREFIX
http	9	MIOS_AGENTS_MIOS_NODE_API,MIOS_AGENTS__DEFAULTS_TRANSPORT,MIOS_CONV_GATEWAY_MODE,MIOS_DESKTOP_START_MENU_CODE_SERVER_SCHEME,MIOS_DESKTOP_START_MENU_FORGE_SCHEME,MIOS_DESKTOP_START_MENU_GUACAMOLE_WEB_SCHEME,MIOS_DESKTOP_START_MENU_HERMES_DASHBOARD_SCHEME,MIOS_DESKTOP_START_MENU_SEARXNG_SCHEME,MIOS_GREENBOOT_PROBE_AGENT_PIPE_KIND
\#1A407F	8	MIOS_ANSI_4_BLUE,MIOS_COLORS_ACCENT,MIOS_COLORS_ANSI_4_BLUE,MIOS_COLORS_INFO,MIOS_COLOR_ACCENT,MIOS_COLOR_ANSI_4_BLUE,MIOS_COLOR_INFO,MIOS_EDITIONS_MIOS_COLORS_ACCENT
300	4	MIOS_A2A_MDNS_REFRESH_SEC,MIOS_DAEMON_CALM_MAX_TICK_S,MIOS_GATEWAY_MCP_REFRESH_SECONDS,MIOS_GATEWAY_SKILL_REFRESH_SECONDS
auto	8	MIOS_BOOTSTRAP_MODE,MIOS_COMPUTER_USE_CAPTURE_BACKEND,MIOS_COMPUTER_USE_INPUT_BACKEND,MIOS_ENHANCED_SESSION_RESOLUTION,MIOS_FINETUNE_DEVICE,MIOS_FINETUNE_LOAD_IN_4BIT,MIOS_FINETUNE_TARGET_MODULES,MIOS_POWER_UPS_PORT
\#F35C15	7	MIOS_ANSI_3_YELLOW,MIOS_COLORS_ANSI_3_YELLOW,MIOS_COLORS_CURSOR,MIOS_COLORS_WARNING,MIOS_COLOR_ANSI_3_YELLOW,MIOS_COLOR_CURSOR,MIOS_COLOR_WARNING
120	5	MIOS_AI_TAG_MAX_UNTAGGED,MIOS_BLADE_COLLAPSE_RECOVER_DWELL_S,MIOS_COMPUTER_USE_DOCGEN_TIMEOUT_S,MIOS_NETWORK_RETRY_TOTAL_TIMEOUT_SEC,MIOS_SHELL_SESSION_TIMEOUT_S
granite4.1:8b	7	MIOS_AGENT_PIPE_TOOL_BACKEND_MODEL,MIOS_AI_MODEL,MIOS_FINETUNE_BASE_MODEL,MIOS_GATEWAY_MODEL,MIOS_HERMES_MODEL,MIOS_MODEL,MIOS_STACK_MODEL
high	7	MIOS_A2O_LANE_B_EFFORT,MIOS_A2O_LANE_B_FALLBACK_EFFORT,MIOS_A2O_ORCH_EFFORT,MIOS_COMPLIANCE_SEVERITY_GATE,MIOS_FRONTIER_LANE_B_EFFORT,MIOS_FRONTIER_LANE_B_FALLBACK_EFFORT,MIOS_FRONTIER_ORCH_EFFORT
mios-heavy	7	MIOS_AGENTS_HERMES_CPU_MODEL,MIOS_AGENTS_HERMES_MODEL,MIOS_AGENTS_MIOS_DAEMON_AGENT_MODEL,MIOS_NODES_LOCAL_SGLANG_MODEL,MIOS_NODES_LOCAL_VLLM_MODEL,MIOS_SGLANG_SERVED_NAME,MIOS_VLLM_SERVED_NAME
model	7	MIOS_DAEMON_LAUNCH_CLAIM_DETECT,MIOS_DAEMON_REFUSAL_DETECT,MIOS_DISPATCH_FANOUT_SELECT_MODE,MIOS_PGVECTOR_MEMGUARD_JUDGE_MODE,MIOS_PG_MEMGUARD_JUDGE_MODE,MIOS_PREFILTER_CONVERSATIONAL_BYPASS_MODE,MIOS_ROUTING_PREFILTER_CONVERSATIONAL_BYPASS_MODE
shipping	7	MIOS_DEPLOY_FORMATS_ISO_STATUS,MIOS_DEPLOY_FORMATS_OCI_ARCHIVE_STATUS,MIOS_DEPLOY_FORMATS_OCI_STATUS,MIOS_DEPLOY_FORMATS_QCOW2_STATUS,MIOS_DEPLOY_FORMATS_RAW_STATUS,MIOS_DEPLOY_FORMATS_VHDX_STATUS,MIOS_VARIANTS_ENTRIES_MIOS_STATUS
\#282262	6	MIOS_ANSI_0_BLACK,MIOS_COLORS_ANSI_0_BLACK,MIOS_COLORS_BG,MIOS_COLOR_ANSI_0_BLACK,MIOS_COLOR_BG,MIOS_EDITIONS_MIOS_XBOX_COLORS_ACCENT
/usr/libexec/mios	2	MIOS_LIBEXEC_DIR,MIOS_PATHS_LIBEXEC_DIR
0.0	6	MIOS_AGENTS__DEFAULTS_TRUST_MIN_REPUTATION,MIOS_COST_BUDGET_USD,MIOS_COST_REMOTE_USD_PER_MTOK,MIOS_COST_USD_PER_KWH,MIOS_GOSSIP_MIN_TRUST,MIOS_SELFIMPROVE_ACCEPT_MARGIN
20	6	MIOS_AGENT_PIPE_TOOL_LOOP_LIMIT,MIOS_DAEMON_REFUSAL_LIMIT_PER_MIN,MIOS_DISPATCH_DEEPEN_WEB_TIMEOUT_S,MIOS_DOCS_MAX_STALE_REFS,MIOS_MEMORY_COMPACTION_INTERVAL,MIOS_TERMINAL_ROWS
200	6	MIOS_CRAWL_MIN_CHARS,MIOS_DRIFT_MONITOR_WINDOW,MIOS_MEMORY_CONSOLIDATE_MAX_GROUPS,MIOS_PKG_BOOTSTRAP_PER_SOURCE_CAP,MIOS_POWERSHELL_FLATTEN_WIDTH,MIOS_SERVICES_WEBTOOLS_MIN_CHARS
600	4	MIOS_CEPHFS_AUTOMOUNT_IDLE_TIMEOUT_S,MIOS_DAEMON_CLASSIFY_DEDUP_S,MIOS_DISPATCH_TURN_DEADLINE_S,MIOS_STORAGE_CEPHFS_AUTOMOUNT_IDLE_TIMEOUT_S
90	6	MIOS_AGENTS_OPENCODE_TIMEOUT_S,MIOS_AGENT_PIPE_WALL_CLOCK_BUDGET_S,MIOS_CONV_MEMORY_COLD_RETENTION_DAYS,MIOS_DAEMON_PRESSURE_GPU_UTIL_CEIL,MIOS_KNOWLEDGE_EVICT_TTL_DAYS,MIOS_OPENCODE_TIMEOUT_S
MiOS	6	MIOS_APPS_HUB_SHORTCUT_NAME,MIOS_APPS_START_MENU_FOLDER,MIOS_DEVELOPER,MIOS_VARIANTS_ENTRIES_MIOS_TITLE,MIOS_VARIANTS_NAMING_PREFIX,MIOS_WSL_DISTRO
ceph	2	MIOS_CEPHFS_CLUSTER_NAME,MIOS_STORAGE_CEPHFS_CLUSTER_NAME
claude	6	MIOS_A2O_LANE_A_ENGINE,MIOS_A2O_LANE_B_FALLBACK_ENGINE,MIOS_A2O_ORCH_ENGINE,MIOS_FRONTIER_LANE_A_ENGINE,MIOS_FRONTIER_LANE_B_FALLBACK_ENGINE,MIOS_FRONTIER_ORCH_ENGINE
hermes	6	MIOS_AGENTS_MIOS_DAEMON_AGENT_FAILOVER_AGENTS,MIOS_AGENTS_OPENCODE_FAILOVER_AGENTS,MIOS_DESKTOP_LAUNCHERS_MIOS_SVC_HERMES_PORT_KEY,MIOS_LANES_LIGHT_TOOL_CALL_PARSER,MIOS_LANES_VLLM_TOOL_CALL_PARSER,MIOS_VLLM_TOOL_CALL_PARSER
mini	6	MIOS_BLADE_PLANES_HA_OWNER,MIOS_BLADE_PLANES_HYPERVISOR_OWNER,MIOS_BLADE_PLANES_MESH_OWNER,MIOS_BLADE_PLANES_RADIO_OWNER,MIOS_BLADE_PLANES_ROUTER_OWNER,MIOS_BLADE_PLANES_STORAGE_OWNER
nomic-embed-text	6	MIOS_AI_EMBED_MODEL,MIOS_LSFS_EMBED_MODEL,MIOS_OFFLINE_EMB_MODEL,MIOS_PGVECTOR_EMBED_MODEL,MIOS_PG_EMBED_MODEL,MIOS_VERB_EMBED_MODEL
\#3E7765	5	MIOS_ANSI_2_GREEN,MIOS_COLORS_ANSI_2_GREEN,MIOS_COLORS_SUCCESS,MIOS_COLOR_ANSI_2_GREEN,MIOS_COLOR_SUCCESS
\#734F39	5	MIOS_ANSI_5_MAGENTA,MIOS_COLORS_ANSI_5_MAGENTA,MIOS_COLORS_EARTH,MIOS_COLOR_ANSI_5_MAGENTA,MIOS_COLOR_EARTH
\#948E8E	5	MIOS_ANSI_8_BRIGHT_BLACK,MIOS_COLORS_ANSI_8_BRIGHT_BLACK,MIOS_COLORS_MUTED,MIOS_COLOR_ANSI_8_BRIGHT_BLACK,MIOS_COLOR_MUTED
\#B7C9D7	5	MIOS_ANSI_6_CYAN,MIOS_COLORS_ANSI_6_CYAN,MIOS_COLORS_SUBTLE,MIOS_COLOR_ANSI_6_CYAN,MIOS_COLOR_SUBTLE
