# value-dup-baseline.tsv -- ratcheted exemption ledger for
# automation/98-drift-checks.sh::check_no_duplicate_value_key (WS-GUP AGY-1422).
#
# WHAT THE GATE ASSERTS
#   One value, one name, across the resolved MIOS_* environment that
#   usr/libexec/mios/mios-env-snapshot produces from the SSOT.  The tree
#   violates that property 816 times today, so the gate RATCHETS rather than
#   blocking: every duplicate-value group that exists now is recorded below
#   with its exact key set, and the group count is pinned by the ceiling.
#
#   VIOLATION if a duplicate group appears whose value is not recorded here;
#   VIOLATION if a new key joins a group that is recorded here;
#   VIOLATION if the group count differs from the ceiling in either direction;
#   VIOLATION if the resolver, this ledger, or python3 is missing or fails --
#   a gate with no data must never report green, which is exactly how the
#   previous version of this check stayed green over all 816 groups.
#
#   Do NOT add a row to silence a new duplicate.  Collapse the duplicate.  If
#   the two keys really are distinct facts that happen to share a value, say so
#   in usr/share/mios/reference/value-aliases.tsv (disposition keep-distinct)
#   and regenerate -- the added row then shows up in the diff for review.
#
# CEILING
#   #!ceiling is the number of groups and it is EXACT.  More groups is a
#   regression.  FEWER groups is also a failure, because a ceiling that never
#   comes down is how 816 accumulated: fixing duplicates must be paid for by
#   tightening this number in the same commit.
#
#   The ceiling lives here rather than in mios.toml because a number in the
#   SSOT that counts the resolved duplicate VALUES in the resolved environment is
#   self-referential -- "816" already occurs four times as an env value, so
#   declaring the ceiling in mios.toml would perturb the very set it counts.
#
# REGENERATE (after a legitimate SSOT change, and review the diff)
#   MIOS_VALUE_DUP_BASELINE_BUMP=1 MIOS_DRIFT_ROOT=<root> MIOS_DRIFT_CHECK_ROOT=<root> \
#     bash automation/98-drift-checks.sh check_no_duplicate_value_key
#
# FORMAT
#   value<TAB>key_count<TAB>comma-separated MIOS_* keys, ordered by descending
#   key count then value.  The value field escapes backslash as \, TAB as \t
#   and CR as \r.  Values the gate does not treat as duplicates at all --
#   the empty string, true/false, 0/1 and the well-known ports 22/53/80/443/
#   8080 -- never appear here.
#!ceiling	396
\#DC271B	5	MIOS_ANSI_1_RED,MIOS_COLORS_ANSI_1_RED,MIOS_COLORS_ERROR,MIOS_COLOR_ANSI_1_RED,MIOS_COLOR_ERROR
\#E0E0E0	5	MIOS_ANSI_14_BRIGHT_CYAN,MIOS_COLORS_ANSI_14_BRIGHT_CYAN,MIOS_COLORS_SILVER,MIOS_COLOR_ANSI_14_BRIGHT_CYAN,MIOS_COLOR_SILVER
\#E7DFD3	5	MIOS_ANSI_7_WHITE,MIOS_COLORS_ANSI_7_WHITE,MIOS_COLORS_FG,MIOS_COLOR_ANSI_7_WHITE,MIOS_COLOR_FG
--new-window	5	MIOS_BROWSER_FLAGS_CHROMIUM_NEW_WINDOW,MIOS_BROWSER_FLAGS_CHROMIUM_WINDOW,MIOS_BROWSER_FLAGS_EPIPHANY_NEW_WINDOW,MIOS_BROWSER_FLAGS_EPIPHANY_WINDOW,MIOS_BROWSER_FLAGS_FIREFOX_WINDOW
127.0.0.1	5	MIOS_COMPUTER_USE_BIND_ADDRESS,MIOS_PGVECTOR_HOST,MIOS_PG_BIND_ADDR,MIOS_PG_HOST,MIOS_TTYD_BIND
16	5	MIOS_DISPATCH_DEFAULT_TOOL_CAP,MIOS_DISPATCH_GLOBAL_CONCURRENCY,MIOS_DOCS_MAX_UNDOCUMENTED_COMPONENTS,MIOS_FINETUNE_LORA_R,MIOS_POWERSHELL_ENUMERATION_LIMIT
24	5	MIOS_APPEARANCE_CURSOR_SIZE,MIOS_DISPATCH_RERANK_MIN_K,MIOS_FINETUNE_MIN_EXAMPLES,MIOS_REFINE_BYPASS_CHARS,MIOS_TESTING_MIN_SMOKE_COMPONENTS
8.0	5	MIOS_DAEMON_PRESSURE_LOAD_CEIL,MIOS_DISPATCH_ADMIT_MAX_WAIT,MIOS_DISPATCH_RR_QUANTUM_S,MIOS_SCHEDULER_QUANTUM_S,MIOS_SLO_INTERACTIVE_BUDGET_S
8700	5	MIOS_A2A_DISCOVER_PORT,MIOS_AGENT_PIPE_PORT,MIOS_PORTS_AGENT_PIPE,MIOS_PORTS_CATEGORIES_AGENT_BASE,MIOS_PORT_AGENT_PIPE
controller,service-plane	5	MIOS_BLADE_ARCHETYPES_CONTROLLER,MIOS_BLADE_ARCHETYPES_HA_NODE,MIOS_BLADE_ARCHETYPES_K3S_MASTER,MIOS_BLADE_REQUIRES_MIOS_K3S,MIOS_BLADE_REQUIRES_MIOS_PXE_HUB
full desktop session	5	MIOS_DEPLOY_FORMATS_ISO_GUI,MIOS_DEPLOY_FORMATS_QCOW2_GUI,MIOS_DEPLOY_FORMATS_RAW_GUI,MIOS_DEPLOY_FORMATS_USB_INSTALLER_GUI,MIOS_DEPLOY_FORMATS_VHDX_GUI
gpu	5	MIOS_AGENTS_HERMES_LANE,MIOS_AGENTS_OPENCODE_LANE,MIOS_AGENTS__DEFAULTS_LANE,MIOS_NODES_LOCAL_SGLANG_LANE,MIOS_NODES_LOCAL_VLLM_LANE
host	5	MIOS_PODS_MIOS_AI_NETWORK,MIOS_PODS_MIOS_SYSTEM_NETWORK,MIOS_PODS_MIOS_WEBTOOLS_NETWORK,MIOS_QUADLET_DEV_NETWORK_MODE,MIOS_WSL2_DEV_VM_QUADLET_NETWORK_MODE
main	5	MIOS_BRANCH,MIOS_BUILD_BAKE_REFS_HYPRLAND,MIOS_GITCONFIG_INIT_DEFAULT_BRANCH,MIOS_HERMES_AGENT_REF,MIOS_OPEN_WEBUI_VERSION
mios-html	5	MIOS_FIND_ALIASES_CONFIGURATOR,MIOS_FIND_ALIASES_CUSTOMIZE,MIOS_FIND_ALIASES_MIOSCONFIG,MIOS_FIND_ALIASES_MIOS_HTML,MIOS_FIND_ALIASES_MIOS_SETTINGS
mios-md	5	MIOS_FIND_ALIASES_MARKDOWN,MIOS_FIND_ALIASES_MD,MIOS_FIND_ALIASES_NOTES,MIOS_FIND_ALIASES_PREVIEW_MD,MIOS_FIND_ALIASES_RENDER_MD
mios-screenshot	5	MIOS_FIND_ALIASES_PRTSCR,MIOS_FIND_ALIASES_SCREENCAP,MIOS_FIND_ALIASES_SCREENSHOT,MIOS_FIND_ALIASES_SCREEN_CAPTURE,MIOS_FIND_ALIASES_SNAP
mios-window	5	MIOS_FIND_ALIASES_CENTER_WINDOW,MIOS_FIND_ALIASES_FOCUS_WINDOW,MIOS_FIND_ALIASES_MOVE_WINDOW,MIOS_FIND_ALIASES_WINDOW,MIOS_FIND_ALIASES_WINDOWS_MGR
partial	5	MIOS_DEPLOY_FORMATS_USB_INSTALLER_STATUS,MIOS_DEPLOY_FORMATS_WSL2_STATUS,MIOS_VARIANTS_ENTRIES_MIOS_CAT_STATUS,MIOS_VARIANTS_ENTRIES_MIOS_DEV_STATUS,MIOS_VARIANTS_ENTRIES_MIOS_XBOX_STATUS
usr/share/containers/systemd	5	MIOS_TEMPLATES_QUADLET_CONTAINER_DEST_DIR,MIOS_TEMPLATES_QUADLET_DEST_DIR,MIOS_TEMPLATES_QUADLET_NETWORK_DEST_DIR,MIOS_TEMPLATES_QUADLET_POD_DEST_DIR,MIOS_TEMPLATES_QUADLET_VOLUME_DEST_DIR
/bin/bash	4	MIOS_DEFAULT_SHELL,MIOS_IDENTITY_SHELL,MIOS_SHELL_SESSION_SHELL,MIOS_USER_SHELL
0.85	4	MIOS_RUN_TEMPLATE_REPLAY_THRESHOLD,MIOS_SGLANG_MEM_FRACTION,MIOS_SKILLS_AUTO_PROMOTE_THRESHOLD,MIOS_VLLM_GPU_UTIL
0000:01:00.0	4	MIOS_EDITIONS_MIOS_METAL_GPU_ASSIGNMENTS_MIOS_GUEST,MIOS_EDITIONS_MIOS_XBOX_ARM_METAL_GPU_ASSIGNMENTS_MIOS_GUEST,MIOS_EDITIONS_MIOS_XBOX_METAL_GPU_ASSIGNMENTS_MIOS_GUEST,MIOS_METAL_GPU_ASSIGNMENTS_MIOS_GUEST
10.89.0.0/24	4	MIOS_CORE_NET_SUBNET,MIOS_NETWORK_QUADLET_CORE_SUBNET,MIOS_NETWORK_QUADLET_SUBNET,MIOS_QUADLET_SUBNET
15	4	MIOS_AGENT_PIPE_TOOL_MAX_ITERS,MIOS_DAEMON_INDEX_INTERVAL_MIN,MIOS_DEV_VM_CPU_RESERVE_PCT,MIOS_DEV_VM_MEMORY_RESERVE_PCT
1800	2	MIOS_DAEMON_ESCALATION_COOLDOWN_S,MIOS_SHELL_SESSION_IDLE_S
45	4	MIOS_POLISH_TIMEOUT_S,MIOS_POLISH_TIMEOUT_SECONDS,MIOS_REFINE_TIMEOUT_S,MIOS_REFINE_TIMEOUT_SECONDS
7	4	MIOS_FIND_CATEGORY_PRIORITY_SERVICE_URL,MIOS_FORGE_RUNNER_VERSION,MIOS_OFFLINE_BACKUP_KEEP,MIOS_PG_BACKUP_KEEP
8050	4	MIOS_ADGUARD_UI_PORT,MIOS_PORTS_ADGUARD_UI,MIOS_PORTS_CATEGORIES_EDGE_BASE,MIOS_PORT_ADGUARD_UI
816	4	MIOS_FORGE_GID,MIOS_FORGE_UID,MIOS_SERVICES_FORGE_GID,MIOS_SERVICES_FORGE_UID
817	4	MIOS_OPEN_WEBUI_GID,MIOS_OPEN_WEBUI_UID,MIOS_SERVICES_OPEN_WEBUI_GID,MIOS_SERVICES_OPEN_WEBUI_UID
818	4	MIOS_SEARXNG_GID,MIOS_SEARXNG_UID,MIOS_SERVICES_SEARXNG_GID,MIOS_SERVICES_SEARXNG_UID
819	4	MIOS_CEPH_GID,MIOS_CEPH_UID,MIOS_SERVICES_CEPH_GID,MIOS_SERVICES_CEPH_UID
820	4	MIOS_HERMES_GID,MIOS_HERMES_UID,MIOS_SERVICES_HERMES_GID,MIOS_SERVICES_HERMES_UID
8200	4	MIOS_OPEN_WEBUI_PORT,MIOS_PORTS_CATEGORIES_WEBUI_BASE,MIOS_PORTS_OPEN_WEBUI,MIOS_PORT_OPEN_WEBUI
822	4	MIOS_AGENT_PIPE_GID,MIOS_AGENT_PIPE_UID,MIOS_SERVICES_AGENT_PIPE_GID,MIOS_SERVICES_AGENT_PIPE_UID
824	4	MIOS_SERVICES_WEBTOOLS_GID,MIOS_SERVICES_WEBTOOLS_UID,MIOS_WEBTOOLS_GID,MIOS_WEBTOOLS_UID
825	4	MIOS_ADGUARD_GID,MIOS_ADGUARD_UID,MIOS_SERVICES_ADGUARD_GID,MIOS_SERVICES_ADGUARD_UID
826	4	MIOS_PGVECTOR_GID,MIOS_PGVECTOR_UID,MIOS_SERVICES_PGVECTOR_GID,MIOS_SERVICES_PGVECTOR_UID
827	4	MIOS_LLAMACPP_GID,MIOS_LLAMACPP_UID,MIOS_SERVICES_LLAMACPP_GID,MIOS_SERVICES_LLAMACPP_UID
828	4	MIOS_CODEMODE_GID,MIOS_CODEMODE_UID,MIOS_CODE_MODE_GID,MIOS_CODE_MODE_UID
8300	4	MIOS_PORTS_CATEGORIES_DESKTOP_BASE,MIOS_PORTS_RDP,MIOS_PORT_RDP,MIOS_RDP_PORT
8400	4	MIOS_FORGE_HTTP_PORT,MIOS_PORTS_CATEGORIES_FORGE_BASE,MIOS_PORTS_FORGE_HTTP,MIOS_PORT_FORGE_HTTP
8450	4	MIOS_K3S_API_PORT,MIOS_PORTS_CATEGORIES_CLUSTER_BASE,MIOS_PORTS_K3S_API,MIOS_PORT_K3S_API
8500	4	MIOS_LLM_LIGHT_PORT,MIOS_PORTS_CATEGORIES_INFERENCE_BASE,MIOS_PORTS_LLM_LIGHT,MIOS_PORT_LLM_LIGHT
8560	4	MIOS_GUACD_PORT,MIOS_PORTS_CATEGORIES_SIDECAR_BASE,MIOS_PORTS_GUACD,MIOS_PORT_GUACD
8600	4	MIOS_PGVECTOR_PORT,MIOS_PORTS_CATEGORIES_DATA_BASE,MIOS_PORTS_PGVECTOR,MIOS_PORT_PGVECTOR
8720	4	MIOS_GATEWAY_PORT,MIOS_HERMES_PORT,MIOS_PORTS_HERMES,MIOS_PORT_HERMES
8800	4	MIOS_PORTS_CATEGORIES_WEBTOOLS_BASE,MIOS_PORTS_SEARXNG,MIOS_PORT_SEARXNG,MIOS_SEARXNG_PORT
8900	4	MIOS_CODE_SERVER_PORT,MIOS_PORTS_CATEGORIES_DEVTOOLS_BASE,MIOS_PORTS_CODE_SERVER,MIOS_PORT_CODE_SERVER
8950	4	MIOS_OSCONTROL_PORT,MIOS_PORTS_CATEGORIES_BRIDGE_BASE,MIOS_PORTS_OSCONTROL,MIOS_PORT_OSCONTROL
9222	4	MIOS_CHROME_CDP_PORT,MIOS_PORTS_CATEGORIES_SIDECAR_PINNED_CHROME_CDP,MIOS_PORTS_CHROME_CDP,MIOS_PORT_CHROME_CDP
9223	4	MIOS_CHROME_CDP_WORKER_PORT,MIOS_PORTS_CATEGORIES_SIDECAR_PINNED_CHROME_CDP_WORKER,MIOS_PORTS_CHROME_CDP_WORKER,MIOS_PORT_CHROME_CDP_WORKER
claude-sonnet-5	4	MIOS_A2O_LANE_B_FALLBACK_MODEL,MIOS_A2O_ORCH_MODEL,MIOS_FRONTIER_LANE_B_FALLBACK_MODEL,MIOS_FRONTIER_ORCH_MODEL
gpu-serving,service-plane	4	MIOS_BLADE_ARCHETYPES_COMPUTE,MIOS_BLADE_REQUIRES_MIOS_LLM_HEAVY,MIOS_BLADE_REQUIRES_MIOS_LLM_HEAVY_ALT,MIOS_BLADE_REQUIRES_MIOS_LLM_WORKER_
http://localhost:${MIOS_PORT_AGENT_PIPE}/v1	4	MIOS_AGENT_PIPE_ENDPOINT,MIOS_AI_ENDPOINT,MIOS_ENDPOINT,MIOS_HERMES_ENDPOINT
http://localhost:${MIOS_PORT_HERMES}/v1	4	MIOS_AGENTS_HERMES_ENDPOINT,MIOS_AGENT_PIPE_BACKEND,MIOS_CONV_GATEWAY_FALLBACK_HTTP,MIOS_HERMES_WORKER_ENDPOINT
http://localhost:${MIOS_PORT_LLM_LIGHT}	4	MIOS_FINETUNE_TEACHER_ENDPOINT,MIOS_HERMES_BACKEND,MIOS_POLISH_ENDPOINT,MIOS_REFINE_ENDPOINT
http://localhost:${MIOS_PORT_LLM_LIGHT}/v1	4	MIOS_AGENT_PIPE_TOOL_BACKEND,MIOS_HERMES_BACKEND_URL,MIOS_MICRO_ENDPOINT,MIOS_NODES_LOCAL_LLAMASWAP_ENDPOINT
max	4	MIOS_DEV_VM_CPUS,MIOS_DEV_VM_DISK_GB,MIOS_DEV_VM_GPU,MIOS_DEV_VM_MEMORY_MB
md	4	MIOS_TEMPLATES_ADR_COMMENT,MIOS_TEMPLATES_MARKDOWN_DOC_COMMENT,MIOS_TEMPLATES_ROADMAP_COMMENT,MIOS_TEMPLATES_ROADMAP_WS_COMMENT
mios-hermes	2	MIOS_HERMES_USER,MIOS_SERVICES_HERMES_USER
mios-installer	4	MIOS_FIND_ALIASES_INSTALL,MIOS_FIND_ALIASES_INSTALLER,MIOS_FIND_ALIASES_PACKAGE,MIOS_FIND_ALIASES_WINGET
mios-steamcmd	4	MIOS_FIND_ALIASES_STEAMCMD,MIOS_FIND_ALIASES_STEAM_CMD,MIOS_FIND_ALIASES_STEAM_GAME,MIOS_FIND_ALIASES_STEAM_INSTALL
reasoning	4	MIOS_AGENTS_MIOS_DAEMON_AGENT_ROLE,MIOS_OBSERVABILITY_CHANNELS_PLAN,MIOS_OBSERVABILITY_CHANNELS_THINKING,MIOS_OBSERVABILITY_CHANNELS_TOOL_RESULT
static	4	MIOS_EDITIONS_MIOS_METAL_GPU_ARBITRATION,MIOS_EDITIONS_MIOS_XBOX_ARM_METAL_GPU_ARBITRATION,MIOS_EDITIONS_MIOS_XBOX_METAL_GPU_ARBITRATION,MIOS_METAL_GPU_ARBITRATION
usr/libexec/mios	4	MIOS_TEMPLATES_BASH_DEST_DIR,MIOS_TEMPLATES_BASH_TOOL_DEST_DIR,MIOS_TEMPLATES_BASH_VERB_DEST_DIR,MIOS_TEMPLATES_PYTHON_TOOL_DEST_DIR
usr/share/doc/mios/manual.md	4	MIOS_VARIANTS_ENTRIES_MIOS_DEV_DOC,MIOS_VARIANTS_ENTRIES_MIOS_DOC,MIOS_VARIANTS_ENTRIES_MIOS_XBOX_ARM_DOC,MIOS_VARIANTS_ENTRIES_MIOS_XBOX_DOC
window_visible	4	MIOS_DAEMON_POST_CHECK_FOCUS_WINDOW,MIOS_DAEMON_POST_CHECK_LAUNCH_APP,MIOS_DAEMON_POST_CHECK_OPEN_APP,MIOS_DAEMON_POST_CHECK_OPEN_URL
\#3D6BA8	3	MIOS_ANSI_12_BRIGHT_BLUE,MIOS_COLORS_ANSI_12_BRIGHT_BLUE,MIOS_COLOR_ANSI_12_BRIGHT_BLUE
\#5FAA8E	3	MIOS_ANSI_10_BRIGHT_GREEN,MIOS_COLORS_ANSI_10_BRIGHT_GREEN,MIOS_COLOR_ANSI_10_BRIGHT_GREEN
\#9D7660	3	MIOS_ANSI_13_BRIGHT_MAGENTA,MIOS_COLORS_ANSI_13_BRIGHT_MAGENTA,MIOS_COLOR_ANSI_13_BRIGHT_MAGENTA
\#FF6B5C	3	MIOS_ANSI_9_BRIGHT_RED,MIOS_COLORS_ANSI_9_BRIGHT_RED,MIOS_COLOR_ANSI_9_BRIGHT_RED
\#FF8540	3	MIOS_ANSI_11_BRIGHT_YELLOW,MIOS_COLORS_ANSI_11_BRIGHT_YELLOW,MIOS_COLOR_ANSI_11_BRIGHT_YELLOW
\#FFFFFF	3	MIOS_ANSI_15_BRIGHT_WHITE,MIOS_COLORS_ANSI_15_BRIGHT_WHITE,MIOS_COLOR_ANSI_15_BRIGHT_WHITE
.md	3	MIOS_TEMPLATES_ADR_NAME_SUFFIX,MIOS_TEMPLATES_MARKDOWN_DOC_NAME_SUFFIX,MIOS_TEMPLATES_ROADMAP_WS_NAME_SUFFIX
.py	3	MIOS_TEMPLATES_PYTHON_MODULE_NAME_SUFFIX,MIOS_TEMPLATES_PYTHON_TEST_NAME_SUFFIX,MIOS_TEMPLATES_PYTHON_TOOL_NAME_SUFFIX
.sh	3	MIOS_TEMPLATES_AUTOMATION_STEP_NAME_SUFFIX,MIOS_TEMPLATES_BASH_NAME_SUFFIX,MIOS_TEMPLATES_BASH_VERB_NAME_SUFFIX
0.05	3	MIOS_DISPATCH_BATCH_INTERVAL_S,MIOS_FINETUNE_LORA_DROPOUT,MIOS_KNOWLEDGE_RANK_OUTCOME
0.34	3	MIOS_ANTIFAB_GROUND_MIN,MIOS_FIND_RANKER_FUZZY_MAX_EDIT_RATIO,MIOS_VERITY_ANTIFAB_GROUND_MIN
1000	3	MIOS_TEMPLATES_PLACEHOLDERS_GID,MIOS_TEMPLATES_PLACEHOLDERS_UID,MIOS_TERMINAL_GUI_MIN_HEIGHT
14	3	MIOS_CPU_NODE_THREADS,MIOS_LLAMACPP_CPU_NODE_THREADS,MIOS_TTYD_FONT_SIZE
3600	3	MIOS_BUDGET_WINDOW_S,MIOS_KNOWLEDGE_EVICT_INTERVAL_S,MIOS_MEMORY_CONSOLIDATE_INTERVAL_S
40	3	MIOS_BUILD_BAKE_RUNNER_DISK_BUDGET_GB,MIOS_REFINE_CHAT_CHARS,MIOS_TERMINAL_INSTALL_ROWS
50	3	MIOS_OFFLINE_BACKFILL_BATCH,MIOS_RUN_TEMPLATE_REPLAY_CANDIDATES,MIOS_TERMINAL_READING_ROWS
50000	3	MIOS_DAEMON_INDEX_MAX_ENTRIES,MIOS_KNOWLEDGE_EVICT_MAX_ROWS,MIOS_SHELL_SESSION_HISTORY_LIMIT
512	3	MIOS_CAT_DATA_PARTITION_MIN_DISK_GB,MIOS_DISPATCH_LLM_NUM_PREDICT_CAP_CPU,MIOS_DISPATCH_RR_SLICE_TOKENS
64	3	MIOS_CONV_GATEWAY_QUEUE_MAXSIZE,MIOS_DISPATCH_SOURCES_REGISTRY_CAP,MIOS_SCHEDULER_QUEUE_MAX_TURNS
7.0	3	MIOS_KNOWLEDGE_RECALL_HALFLIFE_DAYS,MIOS_SLO_DEFAULT_PRIORITY,MIOS_SLO_INTERACTIVE_PRIORITY
800	3	MIOS_DISPATCH_DAG_NODE_MAX_TOKENS,MIOS_POLISH_MAX_TOKENS,MIOS_REFACTOR_MAX_LINES
8000	3	MIOS_CODEMODE_MAX_OUTPUT_CHARS,MIOS_CODE_MODE_MAX_OUTPUT_CHARS,MIOS_MEMORY_N_CTX
8100	3	MIOS_PORTS_CATEGORIES_ADMIN_BASE,MIOS_PORTS_SSH,MIOS_PORT_SSH
8110	3	MIOS_COCKPIT_PORT,MIOS_PORTS_COCKPIT,MIOS_PORT_COCKPIT
8120	3	MIOS_COCKPIT_LINK_PORT,MIOS_PORTS_COCKPIT_LINK,MIOS_PORT_COCKPIT_LINK
8210	3	MIOS_HERMES_DASHBOARD_PORT,MIOS_PORTS_HERMES_DASHBOARD,MIOS_PORT_HERMES_DASHBOARD
8220	3	MIOS_GUACAMOLE_PORT,MIOS_PORTS_GUACAMOLE_WEB,MIOS_PORT_GUACAMOLE
8310	3	MIOS_PORTS_TTYD_BASH,MIOS_PORT_TTYD_BASH,MIOS_TTYD_BASH_PORT
8320	3	MIOS_PORTS_TTYD_POWERSHELL,MIOS_PORT_TTYD_POWERSHELL,MIOS_TTYD_POWERSHELL_PORT
8410	3	MIOS_FORGE_SSH_PORT,MIOS_PORTS_FORGE_SSH,MIOS_PORT_FORGE_SSH
8460	3	MIOS_CEPH_DASHBOARD_PORT,MIOS_PORTS_CEPH_DASHBOARD,MIOS_PORT_CEPH_DASHBOARD
8510	3	MIOS_CPU_NODE_PORT,MIOS_PORTS_CPU_NODE,MIOS_PORT_CPU_NODE
8520	3	MIOS_PORTS_VLLM,MIOS_PORT_VLLM,MIOS_VLLM_PORT
8530	3	MIOS_PORTS_SGLANG,MIOS_PORT_SGLANG,MIOS_SGLANG_PORT
8565	3	MIOS_PORTS_REDIS,MIOS_PORT_REDIS,MIOS_REDIS_PORT
8575	3	MIOS_OTELCOL_OTLP_PORT,MIOS_PORTS_OTELCOL_OTLP,MIOS_PORT_OTELCOL_OTLP
8580	3	MIOS_OTELCOL_UI_PORT,MIOS_PORTS_OTELCOL_UI,MIOS_PORT_OTELCOL_UI
8585	3	MIOS_PORTS_PXE_HUB_API,MIOS_PORT_PXE_HUB_API,MIOS_PXE_HUB_API_PORT
8710	3	MIOS_PORTS_PREFILTER,MIOS_PORT_PREFILTER,MIOS_PREFILTER_PORT
8740	3	MIOS_DAEMON_AGENT_PORT,MIOS_PORTS_DAEMON_AGENT,MIOS_PORT_DAEMON_AGENT
8750	3	MIOS_MODEL_ROUTER_PORT,MIOS_PORTS_MODEL_ROUTER,MIOS_PORT_MODEL_ROUTER
8760	3	MIOS_ARBITER_PORT,MIOS_PORTS_ARBITER,MIOS_PORT_ARBITER
8770	3	MIOS_MCP_PORT,MIOS_PORTS_MCP,MIOS_PORT_MCP
8780	3	MIOS_OPENCODE_GATEWAY_PORT,MIOS_PORTS_OPENCODE_GATEWAY,MIOS_PORT_OPENCODE_GATEWAY
8810	3	MIOS_CRAWL4AI_PORT,MIOS_PORTS_CRAWL4AI,MIOS_PORT_CRAWL4AI
8820	3	MIOS_FIRECRAWL_PORT,MIOS_PORTS_FIRECRAWL,MIOS_PORT_FIRECRAWL
MiOS-DEV	3	MIOS_APPS_SHORTCUTS_MIOS_DEV_NAME,MIOS_BUILDER_DISTRO,MIOS_VARIANTS_ENTRIES_MIOS_DEV_TITLE
UTC	3	MIOS_DEFAULT_TIMEZONE,MIOS_LOCALE_TIMEZONE,MIOS_TIMEZONE
chrome_cdp_worker	3	MIOS_PORTS_UNBOUND,MIOS_PORT_UNBOUND,MIOS_UNBOUND_PORT
code_server	3	MIOS_DESKTOP_LAUNCHERS_MIOS_SVC_CODE_SERVER_PORT_KEY,MIOS_DESKTOP_START_MENU_CODE_SERVER_PORT_KEY,MIOS_PORTS_CATEGORIES_DEVTOOLS_MEMBERS
cpu	3	MIOS_AGENTS_MIOS_DAEMON_AGENT_LANE,MIOS_NODES_LOCAL_CPU_LANE,MIOS_NODES_LOCAL_LLAMASWAP_LANE
cuda	3	MIOS_BUILD_BAKE_GROUP_MEMBERS_CUDA,MIOS_CUDA_VERSION,MIOS_LLM_LIGHT_VERSION
en_US.UTF-8	3	MIOS_DEFAULT_LOCALE,MIOS_LOCALE,MIOS_LOCALE_LANGUAGE
http://localhost:${MIOS_PORT_SGLANG}/v1	3	MIOS_AGENTS_HERMES_CPU_ENDPOINT,MIOS_AGENTS_MIOS_DAEMON_AGENT_ENDPOINT,MIOS_NODES_LOCAL_SGLANG_ENDPOINT
https	3	MIOS_DESKTOP_LAUNCHERS_MIOS_SVC_CEPH_SCHEME,MIOS_DESKTOP_LAUNCHERS_MIOS_SVC_COCKPIT_SCHEME,MIOS_DESKTOP_START_MENU_COCKPIT_SCHEME
hybrid	3	MIOS_BLADE_TYPE,MIOS_VARIANTS_ENTRIES_MIOS_ARCHETYPE,MIOS_VARIANTS_ENTRIES_MIOS_DEV_ARCHETYPE
llamacpp	3	MIOS_NODES_LOCAL_CPU_API,MIOS_NODES_LOCAL_IGPU_API,MIOS_NODES_LOCAL_LLAMASWAP_API
log	3	MIOS_HITL_MODE,MIOS_PGVECTOR_MEMORY_GUARD_MODE,MIOS_PG_MEMORY_GUARD_MODE
mios-llm-light	3	MIOS_BLADE_CPU_FALLBACKS_MIOS_LLM_HEAVY,MIOS_BLADE_CPU_FALLBACKS_MIOS_LLM_HEAVY_ALT,MIOS_BLADE_CPU_FALLBACKS_MIOS_LLM_WORKER_
multi-user.target,default.target	3	MIOS_PODS_MIOS_AI_WANTED_BY,MIOS_PODS_MIOS_SYSTEM_WANTED_BY,MIOS_PODS_MIOS_WEBTOOLS_WANTED_BY
off	3	MIOS_AGENT_PASSPORT_PRINCIPAL_MODE,MIOS_PGVECTOR_RLS_MODE,MIOS_PG_RLS_MODE
pgvector	3	MIOS_PGVECTOR_MEMORY_PROVIDER,MIOS_PG_MEMORY_PROVIDER,MIOS_PORTS_CATEGORIES_DATA_MEMBERS
prefer-dark	3	MIOS_APPEARANCE_ADW_COLOR_SCHEME,MIOS_COLOR_SCHEME,MIOS_DESKTOP_COLOR_SCHEME
qwen3	3	MIOS_LANES_LIGHT_REASONING_PARSER,MIOS_LANES_SGLANG_REASONING_PARSER,MIOS_LANES_VLLM_REASONING_PARSER
us	3	MIOS_DEFAULT_KEYBOARD,MIOS_KEYBOARD,MIOS_LOCALE_KEYBOARD_LAYOUT
usr/share/mios	3	MIOS_TEMPLATES_JSON_SCHEMA_DEST_DIR,MIOS_TEMPLATES_TOML_CONFIG_DEST_DIR,MIOS_TEMPLATES_YAML_DEST_DIR
wheel,libvirt,kvm,video,render,input,dialout,docker	3	MIOS_DEFAULT_GROUPS,MIOS_IDENTITY_GROUPS,MIOS_USER_GROUPS
x11	3	MIOS_GRAPHICS_GDK_BACKEND,MIOS_WSL2_DESKTOP_COMPAT_GDK_BACKEND,MIOS_WSLG_GDK_BACKEND
${MIOS_ETC_DIR}/ai	2	MIOS_ETC_AI_DIR,MIOS_PATHS_ETC_AI_DIR
${MIOS_ETC_DIR}/env.d	2	MIOS_ETC_ENVD_DIR,MIOS_PATHS_ETC_ENVD_DIR
${MIOS_ETC_DIR}/forge	2	MIOS_ETC_FORGE_DIR,MIOS_PATHS_ETC_FORGE_DIR
${MIOS_ETC_DIR}/mios.toml	2	MIOS_PATHS_TOML_HOST,MIOS_TOML_HOST
${MIOS_SHARE_AI_DIR}/system.md	2	MIOS_AI_SYSTEM_PROMPT,MIOS_PATHS_AI_SYSTEM_PROMPT
${MIOS_SHARE_AI_DIR}/v1/mcp.json	2	MIOS_MCP_REGISTRY,MIOS_PATHS_MCP_REGISTRY
